task_type,task_name,dataset,main_metric,accuracy,f_score,full_task_name,horizon,mae,mape_average,mape_monthly,mape_others,mape_quarterly,mape_yearly,mase_average,mase_monthly,mase_others,mase_quarterly,mase_yearly,mask_ratio,mse,owa_average,owa_monthly,owa_others,owa_quarterly,owa_yearly,precision,recall,smape_average,smape_monthly,smape_others,smape_quarterly,smape_yearly
long_term_forecast,long_term_forecast_ili_24,ili,2.710818290710449,,,long_term_forecast_ili_36_24_EST_custom_ftM_sl36_ll18_pl24_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,24.0,1.0400798320770264,,,,,,,,,,,,2.710818290710449,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_36,ili,3.435009717941284,,,long_term_forecast_ili_36_36_EST_custom_ftM_sl36_ll18_pl36_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,36.0,1.2267498970031738,,,,,,,,,,,,3.435009717941284,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_96,traffic,0.6848428249359131,,,long_term_forecast_traffic_96_96_EST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.37386173009872437,,,,,,,,,,,,0.6848428249359131,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_96,Exchange,0.13959191739559174,,,long_term_forecast_Exchange_96_96_EST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.2621909976005554,,,,,,,,,,,,0.13959191739559174,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_96,weather,0.18098223209381104,,,long_term_forecast_weather_96_96_EST_custom_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.23187658190727234,,,,,,,,,,,,0.18098223209381104,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_96,ECL,0.4971747398376465,,,long_term_forecast_ECL_96_96_EST_custom_ftS_sl96_ll48_pl96_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.5097437500953674,,,,,,,,,,,,0.4971747398376465,,,,,,,,,,,,
classification,classification_EthanolConcentration,EthanolConcentration,0.2661596958174905,0.2661596958174905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_FaceDetection,FaceDetection,0.6492622020431328,0.6492622020431328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Handwriting,Handwriting,0.31176470588235294,0.31176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Heartbeat,Heartbeat,0.751219512195122,0.751219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_JapaneseVowels,JapaneseVowels,0.9378378378378378,0.9378378378378378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_PEMS_SF,PEMS_SF,0.8208092485549133,0.8208092485549133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP1,SelfRegulationSCP1,0.9180887372013652,0.9180887372013652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP2,SelfRegulationSCP2,0.5388888888888889,0.5388888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SpokenArabicDigits,SpokenArabicDigits,0.9286039108685766,0.9286039108685766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_UWaveGestureLibrary,UWaveGestureLibrary,0.85625,0.85625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_term_forecast,short_term_forecast_m4_Monthly,Monthly,1.055,,,,,,14.326,14.779,6.249,15.176,14.25,2.015,1.178,4.027,2.047,3.291,,,1.055,1.066,1.293,1.435,0.85,,,14.326,14.779,6.249,15.176,14.25
short_term_forecast,short_term_forecast_m4_Yearly,Yearly,1.039,,,,,,14.188,14.779,6.249,15.176,13.65,1.971,1.178,4.027,2.047,3.102,,,1.039,1.066,1.293,1.435,0.808,,,14.188,14.779,6.249,15.176,13.65
short_term_forecast,short_term_forecast_m4_Quarterly,Quarterly,0.973,,,,,,13.463,14.779,6.249,12.156,13.65,1.823,1.178,4.027,1.429,3.102,,,0.973,1.066,1.293,1.073,0.808,,,13.463,14.779,6.249,12.156,13.65
short_term_forecast,short_term_forecast_m4_Weekly,Weekly,0.973,,,,,,13.467,14.779,6.312,12.156,13.65,1.824,1.178,4.037,1.429,3.102,,,0.973,1.066,1.301,1.073,0.808,,,13.467,14.779,6.312,12.156,13.65
short_term_forecast,short_term_forecast_m4_Daily,Daily,0.973,,,,,,13.468,14.779,6.336,12.156,13.65,1.823,1.178,4.032,1.429,3.102,,,0.973,1.066,1.302,1.073,0.808,,,13.468,14.779,6.336,12.156,13.65
short_term_forecast,short_term_forecast_m4_Hourly,Hourly,0.962,,,,,,13.403,14.779,5.031,12.156,13.65,1.79,1.178,3.359,1.429,3.102,,,0.962,1.066,1.059,1.073,0.808,,,13.403,14.779,5.031,12.156,13.65
