task_type,task_name,dataset,main_metric,accuracy,f_score,full_task_name,horizon,mae,mape_average,mape_monthly,mape_others,mape_quarterly,mape_yearly,mase_average,mase_monthly,mase_others,mase_quarterly,mase_yearly,mask_ratio,mse,owa_average,owa_monthly,owa_others,owa_quarterly,owa_yearly,precision,recall,smape_average,smape_monthly,smape_others,smape_quarterly,smape_yearly
long_term_forecast,long_term_forecast_ETTh1_192,ETTh1,0.6944541931152344,,,long_term_forecast_ETTh1_96_192_EST_ETTh1_ftM_sl96_ll48_pl192_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.5797725915908813,,,,,,,,,,,,0.6944541931152344,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_336,ETTh2,0.501124918460846,,,long_term_forecast_ETTh2_96_336_EST_ETTh2_ftM_sl96_ll48_pl336_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.4786930978298187,,,,,,,,,,,,0.501124918460846,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_192,ETTm2,0.2712140381336212,,,long_term_forecast_ETTm2_96_192_EST_ETTm2_ftM_sl96_ll48_pl192_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.3315451443195343,,,,,,,,,,,,0.2712140381336212,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_336,ETTh1,0.7410761117935181,,,long_term_forecast_ETTh1_96_336_EST_ETTh1_ftM_sl96_ll48_pl336_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.6121487021446228,,,,,,,,,,,,0.7410761117935181,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm1_192,ETTm1,0.46047160029411316,,,long_term_forecast_ETTm1_96_192_EST_ETTm1_ftM_sl96_ll48_pl192_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.44290968775749207,,,,,,,,,,,,0.46047160029411316,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_720,ETTh2,0.47842398285865784,,,long_term_forecast_ETTh2_96_720_EST_ETTh2_ftM_sl96_ll48_pl720_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.4780641496181488,,,,,,,,,,,,0.47842398285865784,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_720,ETTh1,0.8119116425514221,,,long_term_forecast_ETTh1_96_720_EST_ETTh1_ftM_sl96_ll48_pl720_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.6654521226882935,,,,,,,,,,,,0.8119116425514221,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_336,ETTm2,0.3385169804096222,,,long_term_forecast_ETTm2_96_336_EST_ETTm2_ftM_sl96_ll48_pl336_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.3717135488986969,,,,,,,,,,,,0.3385169804096222,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_720,ETTm2,0.4383266568183899,,,long_term_forecast_ETTm2_96_720_EST_ETTm2_ftM_sl96_ll48_pl720_dm32_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.4196358919143677,,,,,,,,,,,,0.4383266568183899,,,,,,,,,,,,
classification,classification_EthanolConcentration,EthanolConcentration,0.30038022813688214,0.30038022813688214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_FaceDetection,FaceDetection,0.6722474460839954,0.6722474460839954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Handwriting,Handwriting,0.3835294117647059,0.3835294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Heartbeat,Heartbeat,0.7609756097560976,0.7609756097560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_JapaneseVowels,JapaneseVowels,0.927027027027027,0.927027027027027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_PEMS_SF,PEMS_SF,0.7283236994219653,0.7283236994219653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP1,SelfRegulationSCP1,0.8873720136518771,0.8873720136518771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP2,SelfRegulationSCP2,0.5722222222222222,0.5722222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SpokenArabicDigits,SpokenArabicDigits,0.9872669395179627,0.9872669395179627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_UWaveGestureLibrary,UWaveGestureLibrary,0.853125,0.853125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_term_forecast,short_term_forecast_m4_Monthly,Monthly,1.129,,,,,,14.903,14.176,7.31,16.128,16.793,2.218,1.124,5.327,2.11,3.936,,,1.129,1.02,1.609,1.502,1.009,,,14.903,14.176,7.31,16.128,16.793
short_term_forecast,short_term_forecast_m4_Yearly,Yearly,1.047,,,,,,14.14,14.176,7.31,16.128,13.474,2.011,1.124,5.327,2.11,3.038,,,1.047,1.02,1.609,1.502,0.794,,,14.14,14.176,7.31,16.128,13.474
short_term_forecast,short_term_forecast_m4_Quarterly,Quarterly,0.96,,,,,,12.979,14.176,7.31,11.293,13.474,1.841,1.124,5.327,1.403,3.038,,,0.96,1.02,1.609,1.024,0.794,,,12.979,14.176,7.31,11.293,13.474
short_term_forecast,short_term_forecast_m4_Weekly,Weekly,0.961,,,,,,12.987,14.176,7.462,11.293,13.474,1.843,1.124,5.36,1.403,3.038,,,0.961,1.02,1.63,1.024,0.794,,,12.987,14.176,7.462,11.293,13.474
short_term_forecast,short_term_forecast_m4_Daily,Daily,0.939,,,,,,12.924,14.176,6.202,11.293,13.474,1.769,1.124,3.884,1.403,3.038,,,0.939,1.02,1.265,1.024,0.794,,,12.924,14.176,6.202,11.293,13.474
short_term_forecast,short_term_forecast_m4_Hourly,Hourly,0.928,,,,,,12.864,14.176,5.004,11.293,13.474,1.736,1.124,3.233,1.403,3.038,,,0.928,1.02,1.036,1.024,0.794,,,12.864,14.176,5.004,11.293,13.474
