task_type,task_name,dataset,main_metric,accuracy,f_score,full_task_name,horizon,mae,mape_average,mape_monthly,mape_others,mape_quarterly,mape_yearly,mase_average,mase_monthly,mase_others,mase_quarterly,mase_yearly,mask_ratio,mse,owa_average,owa_monthly,owa_others,owa_quarterly,owa_yearly,precision,recall,smape_average,smape_monthly,smape_others,smape_quarterly,smape_yearly
imputation,imputation_weather_mask_0.5,weather,0.24006332457065582,,,,,0.3198753893375397,,,,,,,,,,,0.5,0.24006332457065582,,,,,,,,,,,,
imputation,imputation_ECL_mask_0.5,ECL,0.22729600965976715,,,,,0.323984295129776,,,,,,,,,,,0.5,0.22729600965976715,,,,,,,,,,,,
imputation,imputation_weather_mask_0.25,weather,0.27112701535224915,,,,,0.3462572395801544,,,,,,,,,,,0.25,0.27112701535224915,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_96,ETTh2,0.382079541683197,,,long_term_forecast_ETTh2_96_96_EST_ETTh2_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.4085550010204315,,,,,,,,,,,,0.382079541683197,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_96,ETTh1,0.5361603498458862,,,long_term_forecast_ETTh1_96_96_EST_ETTh1_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.48506075143814087,,,,,,,,,,,,0.5361603498458862,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_24,ili,2.7948732376098633,,,long_term_forecast_ili_36_24_EST_custom_ftM_sl36_ll18_pl24_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,24.0,1.0590921640396118,,,,,,,,,,,,2.7948732376098633,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_36,ili,2.8586673736572266,,,long_term_forecast_ili_36_36_EST_custom_ftM_sl36_ll18_pl36_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,36.0,1.0969465970993042,,,,,,,,,,,,2.8586673736572266,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_48,ili,2.6555685997009277,,,long_term_forecast_ili_36_48_EST_custom_ftM_sl36_ll18_pl48_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,48.0,1.0556873083114624,,,,,,,,,,,,2.6555685997009277,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ili_60,ili,3.217883586883545,,,long_term_forecast_ili_36_60_EST_custom_ftM_sl36_ll18_pl60_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,60.0,1.220470905303955,,,,,,,,,,,,3.217883586883545,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_96,Exchange,0.11748702824115753,,,long_term_forecast_Exchange_96_96_EST_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.24588915705680847,,,,,,,,,,,,0.11748702824115753,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_96,traffic,0.7789394855499268,,,long_term_forecast_traffic_96_96_EST_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.4049282968044281,,,,,,,,,,,,0.7789394855499268,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_192,Exchange,0.2441927194595337,,,long_term_forecast_Exchange_96_192_EST_custom_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.35193705558776855,,,,,,,,,,,,0.2441927194595337,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_96,ETTm2,0.21026381850242615,,,long_term_forecast_ETTm2_96_96_EST_ETTm2_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.28725165128707886,,,,,,,,,,,,0.21026381850242615,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_336,Exchange,0.3603328466415405,,,long_term_forecast_Exchange_96_336_EST_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.4469015598297119,,,,,,,,,,,,0.3603328466415405,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_96,weather,0.1844100058078766,,,long_term_forecast_weather_96_96_EST_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.234263077378273,,,,,,,,,,,,0.1844100058078766,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_192,ETTh2,0.435953825712204,,,long_term_forecast_ETTh2_96_192_EST_ETTh2_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.4331376552581787,,,,,,,,,,,,0.435953825712204,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_96,ECL,0.42576953768730164,,,long_term_forecast_ECL_96_96_EST_custom_ftS_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.47641855478286743,,,,,,,,,,,,0.42576953768730164,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_192,traffic,1.1910291910171509,,,long_term_forecast_traffic_96_192_EST_custom_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.6753190755844116,,,,,,,,,,,,1.1910291910171509,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_192,ETTh1,0.6753999590873718,,,long_term_forecast_ETTh1_96_192_EST_ETTh1_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.5631458163261414,,,,,,,,,,,,0.6753999590873718,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm1_96,ETTm1,0.4052005708217621,,,long_term_forecast_ETTm1_96_96_EST_ETTm1_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,96.0,0.4081885516643524,,,,,,,,,,,,0.4052005708217621,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_336,traffic,1.3304848670959473,,,long_term_forecast_traffic_96_336_EST_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.7553033828735352,,,,,,,,,,,,1.3304848670959473,,,,,,,,,,,,
long_term_forecast,long_term_forecast_Exchange_720,Exchange,0.9048049449920654,,,long_term_forecast_Exchange_96_720_EST_custom_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.7253817915916443,,,,,,,,,,,,0.9048049449920654,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_336,ETTh2,0.5271785855293274,,,long_term_forecast_ETTh2_96_336_EST_ETTh2_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.48413339257240295,,,,,,,,,,,,0.5271785855293274,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_192,ETTm2,0.32839712500572205,,,long_term_forecast_ETTm2_96_192_EST_ETTm2_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.380026638507843,,,,,,,,,,,,0.32839712500572205,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_336,ETTh1,0.8143410682678223,,,long_term_forecast_ETTh1_96_336_EST_ETTh1_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.6269073486328125,,,,,,,,,,,,0.8143410682678223,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_192,ECL,0.4752669930458069,,,long_term_forecast_ECL_96_192_EST_custom_ftS_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.5041786432266235,,,,,,,,,,,,0.4752669930458069,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_192,weather,0.23091334104537964,,,long_term_forecast_weather_96_192_EST_custom_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.27143919467926025,,,,,,,,,,,,0.23091334104537964,,,,,,,,,,,,
long_term_forecast,long_term_forecast_traffic_720,traffic,1.4516834020614624,,,long_term_forecast_traffic_96_720_EST_custom_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.8089988827705383,,,,,,,,,,,,1.4516834020614624,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh2_720,ETTh2,0.6378307342529297,,,long_term_forecast_ETTh2_96_720_EST_ETTh2_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.5670981407165527,,,,,,,,,,,,0.6378307342529297,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm2_336,ETTm2,0.3450744152069092,,,long_term_forecast_ETTm2_96_336_EST_ETTm2_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.3751678764820099,,,,,,,,,,,,0.3450744152069092,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTm1_192,ETTm1,0.5107863545417786,,,long_term_forecast_ETTm1_96_192_EST_ETTm1_ftM_sl96_ll48_pl192_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,192.0,0.46969902515411377,,,,,,,,,,,,0.5107863545417786,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ETTh1_720,ETTh1,1.42201566696167,,,long_term_forecast_ETTh1_96_720_EST_ETTh1_ftM_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.8350000381469727,,,,,,,,,,,,1.42201566696167,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_336,ECL,0.6740574240684509,,,long_term_forecast_ECL_96_336_EST_custom_ftS_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.6164270043373108,,,,,,,,,,,,0.6740574240684509,,,,,,,,,,,,
long_term_forecast,long_term_forecast_weather_336,weather,0.2847808599472046,,,long_term_forecast_weather_96_336_EST_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,336.0,0.3075636327266693,,,,,,,,,,,,0.2847808599472046,,,,,,,,,,,,
long_term_forecast,long_term_forecast_ECL_720,ECL,0.8829028606414795,,,long_term_forecast_ECL_96_720_EST_custom_ftS_sl96_ll48_pl720_dm64_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0,720.0,0.7400721907615662,,,,,,,,,,,,0.8829028606414795,,,,,,,,,,,,
classification,classification_EthanolConcentration,EthanolConcentration,0.29277566539923955,0.29277566539923955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_FaceDetection,FaceDetection,0.6078320090805902,0.6078320090805902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Handwriting,Handwriting,0.3305882352941176,0.3305882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_Heartbeat,Heartbeat,0.7609756097560976,0.7609756097560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_JapaneseVowels,JapaneseVowels,0.9081081081081082,0.9081081081081082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_PEMS_SF,PEMS_SF,0.7167630057803468,0.7167630057803468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP1,SelfRegulationSCP1,0.89419795221843,0.89419795221843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SelfRegulationSCP2,SelfRegulationSCP2,0.5888888888888889,0.5888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_SpokenArabicDigits,SpokenArabicDigits,0.9536152796725784,0.9536152796725784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classification,classification_UWaveGestureLibrary,UWaveGestureLibrary,0.86875,0.86875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_term_forecast,short_term_forecast_m4_Monthly,Monthly,8.02,,,,,,83.704,69.419,179.411,87.259,88.999,18.87,11.076,117.871,12.887,19.859,,,8.02,7.614,37.464,8.661,5.221,,,83.704,69.419,179.411,87.259,88.999
short_term_forecast,short_term_forecast_m4_Yearly,Yearly,8.02,,,,,,83.705,69.419,179.411,87.259,89.003,18.869,11.076,117.871,12.887,19.855,,,8.02,7.614,37.464,8.661,5.221,,,83.705,69.419,179.411,87.259,89.003
short_term_forecast,short_term_forecast_m4_Quarterly,Quarterly,8.021,,,,,,83.716,69.419,179.411,87.308,89.003,18.871,11.076,117.871,12.893,19.855,,,8.021,7.614,37.464,8.665,5.221,,,83.716,69.419,179.411,87.308,89.003
short_term_forecast,short_term_forecast_m4_Weekly,Weekly,8.021,,,,,,83.716,69.419,179.412,87.308,89.003,18.871,11.076,117.871,12.893,19.855,,,8.021,7.614,37.464,8.665,5.221,,,83.716,69.419,179.412,87.308,89.003
short_term_forecast,short_term_forecast_m4_Daily,Daily,8.02,,,,,,83.711,69.419,179.308,87.308,89.003,18.869,11.076,117.838,12.893,19.855,,,8.02,7.614,37.448,8.665,5.221,,,83.711,69.419,179.308,87.308,89.003
short_term_forecast,short_term_forecast_m4_Hourly,Hourly,8.02,,,,,,83.711,69.419,179.297,87.308,89.003,18.869,11.076,117.832,12.893,19.855,,,8.02,7.614,37.446,8.665,5.221,,,83.711,69.419,179.297,87.308,89.003
